ques_no,subject,chapter_name,section_name,question_text,matched_knowledge_point,status,reason
2NA0940562,理化,反應速率與平衡,反應速率,人類的唾液中含有澱粉酶，可以把澱粉分解為麥芽糖。此原理與下列何者較為相近？　(A)黃金因為不易與氧反應，所以被用來製成戒指　(B)火媒棒較木棒容易燃燒　(C)藍墨水在熱水中擴散速率較快　(D)在雙氧水...,催化劑,matched,
2NA0940563,理化,反應速率與平衡,反應速率,"下列有關化學反應速率的敘述，何者錯誤？　(A)反應物的濃度越高，則反應速率越快　(B)溫度會影響反應速率　(C)催化劑可以提升反應的速度　(D)反應物的顆粒越大，則反應速率越快。《答案》D詳解：反...",影響反應速率的因素,matched,
2NA0940564,理化,反應速率與平衡,反應速率,"下列何者的反應速率最慢？　(A)火藥爆炸　(B)汽油燃燒　(C)木材點燃　(D)鐵生鏽。《答案》D詳解：相較於其他三個選項，鐵生鏽是屬於反應速率較慢的化學變化。",影響反應速率的因素,matched,
2NA0940565,理化,反應速率與平衡,反應速率,"下列哪一個反應因加入催化劑而加快反應速率？　(A)銅生銅綠　(B)雙氧水加二氧化錳製造氧氣　(C)木材在純氧中燃燒　(D)鐘乳石的形成。《答案》B詳解：二氧化錳在雙氧水製氧的實驗過程中扮演催化劑的...",催化劑,matched,
2NA0940566,理化,反應速率與平衡,反應速率,"下列何者不是影響反應速率的主要因素？　(A)接觸面積　(B)溫度　(C)催化劑　(D)容器形狀。《答案》D",影響反應速率的因素,matched,
2NA0940567,理化,反應速率與平衡,反應速率,化學反應的快慢會受某些因素影響而改變，例如將鎂帶與鋁片分別置入盛裝鹽酸的試管中，可以發現裝鎂帶的鹽酸試管反應較為激烈，主要的原因為何？　(A)鎂是催化劑　(B)鎂的活性比鋁大　(C)鎂具有較高的溫度　...,反應物活性,matched,
2NA0940568,理化,反應速率與平衡,反應速率,在「雙氧水製氧」的實驗中，通常會在燒杯內加入一些二氧化錳，下列有關二氧化錳在此實驗中所扮演角色的敘述，何者錯誤？　(A)二氧化錳是觸媒　(B)加入二氧化錳可加快反應速率　(C)加入二氧化錳後，在相同的...,催化劑,matched,
2NA0940569,理化,反應速率與平衡,反應速率,"雅蕾將鐵釘分別置於兩試管中，如附圖所示。他發現甲試管中的鐵釘生鏽情形較嚴重，由此可推論在實驗中影響鐵釘生鏽速率的因素為何？(A)接觸面積　(B)濃度　(C)溫度　(D)顆粒大小。《答案》B詳解...",,skipped,題目提到圖片相關內容: 附圖
2NA0940570,理化,反應速率與平衡,反應速率,"對於催化劑的敘述，下列何者錯誤？　(A)又稱為觸媒　(B)主要功能為改變反應速率　(C)生物體內也有許多催化劑　(D)唾液中的澱粉酶，可將蛋白質分解成胺基酸。《答案》D詳解：澱粉酶主要作用對象為澱...",催化劑,matched,
2NA0940571,理化,反應速率與平衡,反應速率,為了探討濃度對反應速率的影響，小郁設計了不同溫度下，不同濃度的鹽酸與等質量但不同顆粒大小的碳酸鈣之反應實驗。請問他必須選擇哪兩組實驗，才能符合這個實驗主題？(A)甲乙　(B)甲丙　(C)甲丁　(D...,影響反應速率的因素,matched,
2NA0940572,理化,反應速率與平衡,反應速率,在20℃、30℃、40℃、50℃四種溫度下，分別進行鹽酸與大理岩反應生成二氧化碳的實驗。假設大理岩顆粒大小與鹽酸濃度均相同，則在哪一種溫度下，二氧化碳的生成速率最快？　(A)20℃　(B)30℃　(C...,影響反應速率的因素,matched,
2NA0940573,理化,反應速率與平衡,反應速率,小郁想要製造氧氣，他在20℃時，取數塊二氧化錳顆粒加入20 mL、3％的雙氧水中。若他以下列方式改變實驗條件：甲.溫度改變為50℃；乙.雙氧水改用30％；丙.將二氧化錳磨成粉狀。請問何者可以增加氧氣的...,影響反應速率的因素,matched,
2NA0940574,理化,反應速率與平衡,反應速率,"雙氧水可自行分解氧氣，但是以不同方式處理卻有不同的分解速率。請問下列哪一種方式產生氧氣的速率最慢？(A)     　(B)(C)　(D)《答案》A詳解：在沒有催化劑且溫度較低的情況下，粒子間的...",影響反應速率的因素,matched,
2NA0940575,理化,反應速率與平衡,反應速率,有關國慶日煙火的施放，下列敘述何者正確？　(A)煙火爆炸屬於緩慢的化學反應　(B)煙火爆炸屬於溫和的化學反應　(C)煙火爆炸屬於一瞬間、快速的化學反應　(D)煙火爆炸屬於需要長時間才能發現變化的化學反...,反應速率,matched,
2NA0940576,理化,反應速率與平衡,反應速率,許多化學反應進行時，需要加入催化劑以加快反應速率，下列有關催化劑的敘述，何者正確？　(A)化學反應中，催化劑也是反應物之一　(B)反應完成後，催化劑的質量不變　(C)催化劑可使原本不反應的物質，發生化...,催化劑,matched,
2NA0940577,理化,反應速率與平衡,反應速率,將鎂帶及鋁片加熱後會發現，鎂帶可以燃燒，而鋁片卻不行，所以鎂帶可以當作製造仙女棒的材料之一。請問會造成此一差異的原因為何？　(A)鎂帶導熱速率較鋁片快　(B)不同物質的化學性質活潑度不同　(C)鋁片質...,反應物活性,matched,
2NA0940578,理化,反應速率與平衡,反應速率,"大部分的加油站其油庫均建置在地底，其主要原因為何？　(A)可降低溫度，避免發生危險　(B)減少建築空間　(C)節省成本　(D)較具隱密性。《答案》A詳解：地底溫度較低，可避免油料因溫度上升太多而造...",影響反應速率的因素,matched,
2NA0940579,理化,反應速率與平衡,反應速率,"在CaCO3 + 2HCl→CaCl2+ H2O＋CO2的反應中，下列哪一項因素較不會影響反應速率？　(A) HCl的濃度　(B)反應時的溫度　(C)容器的形狀　(D) CaCO3顆粒的粗細。《答案...",影響反應速率的因素,matched,
2NA0940580,理化,反應速率與平衡,反應速率,在實驗室中製造氧氣，通常是用雙氧水與二氧化錳，並且利用氧氣較難溶於水的特性，使用排水集氣法來收集氧氣。附圖為雙氧水製造氧氣的實驗圖示。試回答下列問題：(　)(1)何者為此實驗的平衡化學反應式？(A...,,skipped,題目提到圖片相關內容: 圖為
2NA0940581,理化,反應速率與平衡,反應速率,已知二氧化錳()是反應的催化劑，今做雙氧水（濃度一定）分解實驗，比較反應速率，條件如附表所列。則下列敘述何者正確？(A)乙比甲快的原因只因為乙的溫度高　(B)乙比丙快的原因只因為乙加入催化劑　(C...,影響反應速率的因素,matched,
2NA0940582,理化,反應速率與平衡,反應速率,將2毫升的10﹪鹽酸稀釋成10毫升的水溶液裝在甲試管中，另外再由甲試管取5毫升裝在乙試管中，取顆粒大小、質量一樣的大理岩，加入甲、乙兩支試管中，則哪一支試管冒出氣泡的速率最快？　(A)甲試管　(B)乙...,影響反應速率的因素,matched,
2NA0940583,理化,反應速率與平衡,反應速率,"下列有關化學反應速率的敘述，何者正確？　(A)反應物的濃度越高，反應速率越慢　(B)酵素不算是催化劑　(C)反應溫度越高，反應速率越快　(D)在定量的反應物下，反應物的顆粒越大，反應速率越快。《答案...",影響反應速率的因素,matched,
2NA0940584,理化,反應速率與平衡,反應速率,鳴人欲測定反應速率快慢，取貝殼與鹽酸做甲、乙、丙三次實驗，如附表所示。則下列敘述何者錯誤？(A)欲探討溫度對反應速率的影響，必須比較甲、丙兩次的實驗結果　(B)甲、乙、丙三次實驗中，反應速率最快的...,影響反應速率的因素,matched,
2NA0940585,理化,反應速率與平衡,反應速率,"如芳測定反應速率快慢，取貝殼與鹽酸做附表四次實驗。請問何者冒出氣泡的速率最快？《答案》C詳解：(C)的鹽酸濃度最高、貝殼顆粒最細，故反應速率最快。",影響反應速率的因素,matched,
2NA0940586,理化,反應速率與平衡,反應速率,小涵測定反應速率快慢，取碳酸鈣與鹽酸做附表四次實驗。試回答下列問題：(　)(1)請問哪一支試管產生氣體的速率最快？　(A)甲試管　(B)乙試管　(C)丙試管　(D)三支試管一樣快。(　)(2)承上...,影響反應速率的因素,matched,
2NA0940587,理化,反應速率與平衡,反應速率,"甲.鐘乳石之形成；乙.璀璨的煙火爆炸；丙.鐵生鏽；丁.鈉的新切面氧化變色。以上的化學反應，依照反應所需時間由長到短排列的順序為何？(A)丁乙甲丙　(B)甲丙丁乙　(C)甲乙丙丁　(D)甲丙乙丁。《...",影響反應速率的因素,matched,
2NA0940588,理化,反應速率與平衡,反應速率,"一般化學反應，若希望加快反應速率，可以將溫度如何改變？　(A)降低　(B)升高　(C)保持固定　(D)升高、降低都可以。《答案》B詳解：一般的化學反應，升高溫度可以加快反應速率。",影響反應速率的因素,matched,
2NA0940589,理化,反應速率與平衡,反應速率,以下關於反應速率的敘述，何者錯誤？　(A)食物在冰箱中可以保存較久，是利用降低溫度來減緩反應速率　(B)反應物濃度會影響反應速率　(C)將反應物由塊狀磨成粉狀可以降低反應速率　(D)反應物的活性會影響...,影響反應速率的因素,matched,
2NA0940590,理化,反應速率與平衡,反應速率,"在「反應物表面積與反應速率」的實驗中，主要藉由觀察大理岩與鹽酸反應後何種產物的生成速率來判斷反應速率？(A)氯化鈣　(B)二氧化碳　(C)水　(D)三者皆可以。《答案》B詳解：大理岩與鹽酸反應所...",影響反應速率的因素,matched,
2NA0940591,理化,反應速率與平衡,反應速率,"大火快炒的菜中，肉通常切成薄片或細絲，最能達到下列何種效果？　(A)美觀　(B)分量較多　(C)較好吃　(D)較易煮熟。《答案》D詳解：將肉切成細絲可以增加表面積，使受熱較快，較容易煮熟。",影響反應速率的因素,matched,
2NA0940592,理化,反應速率與平衡,反應速率,若燒杯中有20 mL的雙氧水，完全分解後可以得到5 mL的氧氣；當嘗試在另外一個燒杯（裝有20 mL雙氧水）加入二氧化錳時，可以得到的氧氣最多有多少？　(A)大於5 mL　(B)等於5 mL　(C)小...,催化劑,matched,
2NA0940593,理化,反應速率與平衡,反應速率,"在化學反應中，催化劑的性質應為下列何者？　(A)反應物　(B)生成物　(C)不屬於反應物，也不屬於生成物　(D)算是反應物，也算是生成物。《答案》C詳解：整體來看，催化劑本身不參與化學反應，因此不...",催化劑,matched,
2NA0940594,理化,反應速率與平衡,反應速率,關於化學反應，下列敘述何者正確？　(A)反應速率的快慢可由反應式看出來　(B)物質發生反應時，其組成粒子必須互相碰撞　(C)各種物質的粒子只要碰撞在一起，必定會產生反應　(D)所有反應的反應速率都一樣...,反應速率,matched,
2NA0940595,理化,反應速率與平衡,反應速率,取同質量、顆粒粗細不同的大理岩：甲.大塊；乙.小塊；丙.粉末，分別放入三支試管，在三支試管中分別加入5毫升的0.3 M稀鹽酸，比較產生氣泡的快慢。試回答下列問題：(　)(1)大理岩與稀鹽酸反應產生什...,影響反應速率的因素,matched,
2NA0940596,理化,反應速率與平衡,反應速率,"下列情況中，何者反應速率最快？　(A)大塊木頭在空氣中燃燒　(B)碎木片在空氣中燃燒　(C)大塊木頭在純氧中燃燒　(D)碎木片在純氧中燃燒。《答案》D詳解：碎木片表面積大，純氧濃度大，所以反應速率...",影響反應速率的因素,matched,
2NA0940597,理化,反應速率與平衡,反應速率,"下列何者不能加快反應速率？　(A)提高反應溫度　(B)使用顆粒較大的固體反應物　(C)提高反應物的濃度　(D)添加催化劑。《答案》B詳解：顆粒較大的固體反應物，其表面積小，碰撞機會少，所以反應速率...",影響反應速率的因素,matched,
2NA0940598,理化,反應速率與平衡,反應速率,"有關催化劑的敘述，下列何者錯誤？　(A)可以改變反應速率　(B)既不是反應物也不是生成物　(C)生物體的酶或酵素是作為催化劑使用　(D)反應後催化劑因為消耗，所以質量減少。《答案》D詳解：反應前後...",催化劑,matched,
2NA0940599,理化,反應速率與平衡,反應速率,"為何將固態反應物配製成水溶液可以加快反應速率？　(A)增加反應物的原子　(B)增加反應物的濃度　(C)提高反應物的溫度　(D)增加反應物的接觸面積。《答案》D詳解：將固態反應物配製成水溶液，可增加...",影響反應速率的因素,matched,
2NA0940600,理化,反應速率與平衡,反應速率,"下列是生活中常見的化學反應，請問何者的反應速率最快？　(A)點燃火柴　(B)酒精發酵成醋　(C)鐵窗生鏽　(D)相片褪色。《答案》A詳解：燃燒是屬於快速的化學反應。",影響反應速率的因素,matched,
2NA0940601,理化,反應速率與平衡,反應速率,"下列哪一個反應，不會受催化劑的影響而改變化學反應速率？　(A)水結冰　(B)澱粉分解　(C)雙氧水製造氧氣　(D)小腸中養分的分解。《答案》A",催化劑,matched,
2NA0940602,理化,反應速率與平衡,反應速率,"鐵粉或鋼絲絨可燃燒，但鐵釘卻難以燃燒，這是什麼原因？　(A)鐵釘較硬　(B)鐵粉或鋼絲絨和空氣的接觸面積較大，加熱後反應速率快而劇烈　(C)鐵釘傳熱慢　(D)鐵粉的化學活性比鐵釘大。《答案》B",影響反應速率的因素,matched,
2NA0940603,理化,反應速率與平衡,反應速率,"雙氧水塗在受傷流血的皮膚上會很快的冒出氣泡，最主要的原因為何？　(A)流血的皮膚溫度較高　(B)血液內含加速雙氧水分解的催化劑　(C)受傷皮膚表面較粗糙　(D)受傷皮膚內含有氧氣。《答案》B",催化劑,matched,
2NA0940604,理化,反應速率與平衡,反應速率,"將10公克的貝殼敲碎後與5毫升不同濃度與種類的酸作用，如附表，則其生成氣泡的速率由大到小依序排序為何？　(A)丙甲乙　(B)丙乙甲　(C)甲丙乙　(D)乙丙甲。《答案》A詳解：同質量下，貝殼片數...",影響反應速率的因素,matched,
2NA0940605,理化,反應速率與平衡,反應速率,"下列四個化學反應中，何者可以用來觀察顆粒大小對反應速率的影響？　(A)氫氧化鈉溶液和鹽酸作用　(B)醋酸和乙醇作用　(C)銅和硝酸溶液作用　(D)氨水和硫酸溶液作用。《答案》C詳解：除了(C)之外...",影響反應速率的因素,matched,
2NA0940606,理化,反應速率與平衡,反應速率,"下列哪一項不能作為反應速率的單位？　(A)M∕秒　(B)莫耳∕分　(C)立方公分∕秒　(D)公克∕立方公分。《答案》D",反應速率,matched,
2NA0940607,理化,反應速率與平衡,反應速率,在其他控制變因均相同下，將相同體積但濃度分別為0.1 M、0.2 M、0.3 M的鹽酸與顆粒大小及質量均相同的大理岩反應，並測量反應速率(R)與溫度(T)的關係，試問其關係曲線應為下列何者？(A)　...,影響反應速率的因素,matched,
2NA0940608,理化,反應速率與平衡,反應速率,"設一化學反應經下列三步驟進行，則此化學反應之催化劑為何？　(A)乙　(B)丙　(C)丁　(D)戊。《答案》B詳解：反應後催化劑本身的質量及化學性質不變，上述反應左邊加左邊、右邊加右邊，得總反應式...",催化劑,matched,
2NA0940609,理化,反應速率與平衡,反應速率,甲、乙與氧為三種相異物質，混合後產生下列二步驟反應：(1)甲＋O2→甲O2；(2)乙＋甲O2→甲＋乙O2，若總反應式為乙＋O2→乙O2，則可推論此反應之催化劑為何？　(A)甲　(B)乙　(C)O2　(...,催化劑,matched,
2NA0940610,理化,反應速率與平衡,反應速率,"催化劑對化學反應的效應，下列何者正確？　(A)增加生成物的產量　(B)加快反應的速率　(C)改變反應的平衡狀態　(D)能使不反應的物質發生反應。《答案》B詳解：催化劑會加快反應的速率，但對於生成物...",催化劑,matched,
2NA0940611,理化,反應速率與平衡,反應速率,"下列「」內的物質，何者不是催化劑？　(A)雙氧水製造氧氣添加「二氧化錳」　(B)分解澱粉時所使用的的「澱粉酶」　(C)酸鹼中和反應中加入「酚酞」　(D)汽車中的「觸媒轉換器」。《答案》C詳解：酚酞...",催化劑,matched,
2NA0940612,理化,反應速率與平衡,反應速率,利用硫代硫酸鈉與鹽酸反應會產生黃色的硫沉澱，比較不同溫度下的反應速率，其反應式如下：Na2S2O3＋2HCl → 2NaCl＋H2O＋SO2＋S下列關於此實驗的敘述，何者錯誤？　(A)因為會產生二...,影響反應速率的因素,matched,
2NA0940613,理化,反應速率與平衡,反應速率,"下列影響反應速率的條件，何者錯誤？　(A)溫度越高，反應速率越大　(B)反應物之濃度越大，反應速率越大　(C)反應物等重時，顆粒越大，反應速率越大　(D)反應物等重時，總表面積越大者，反應速率越大。...",影響反應速率的因素,matched,
2NA0940614,理化,反應速率與平衡,反應速率,下列情形中，哪一項可能有相同的反應速率？　(A)濃度相同的鹽酸和醋酸分別與0.2 M NaOH溶液發生反應　(B)等重且大小相同的大理岩分別與0.1 M HCl和0.1 M H2SO4反應　(C)等重...,影響反應速率的因素,matched,
2NA0940615,理化,反應速率與平衡,反應速率,已知溫度每升高10℃，反應速率則增加一倍，若在20℃下將10毫升、0.10 M的Na2CO3和10毫升、0.10 M的CaCl2兩溶液混合，20秒後溶液中出現混濁。則當反應溫度為40℃時，同樣的反應出...,影響反應速率的因素,matched,
2NA0940616,理化,反應速率與平衡,可逆反應與平衡,小明自行配製糖水，將糖粉持續加入10毫升的水中，並充分的攪拌，直到糖水達到飽和為止，當糖水達到飽和時，關於水溶液中糖的狀態敘述，下列何者正確？　(A)糖的溶解和沉澱皆停止　(B)糖的溶解速率小於沉澱速...,動態平衡,matched,
2NA0940617,理化,反應速率與平衡,可逆反應與平衡,在Br eq \o\ac(2)＋H eq \o\ac(2)O  H eq \o\ac(+)＋Br eq \o\ac(－)＋HBrO的平衡反應之中，下列何種狀況不會改變反應的平衡...,勒沙特列原理,matched,
2NA0940618,理化,反應速率與平衡,可逆反應與平衡,"下列何者屬於「可逆反應」？　(A)鐵生鏽　(B)氫氧化鈉與鹽酸反應產生水　(C)燃燒紙錢　(D)氯化亞鈷遇水變成粉紅色。《答案》D詳解：氯化亞鈷遇水變成粉紅色，加熱後又會變回藍色，屬於可逆的化學反...",可逆反應,matched,
2NA0940619,理化,反應速率與平衡,可逆反應與平衡,如附圖，有一個燒杯裝滿熱水後用玻璃片蓋住。請回答下列問題：(　)(1)請問下列哪一個圖形，可以用來描述此燒杯內水蒸氣分子凝結速率(R1)與水分子蒸發速率(R2)的關係？(A)　(B)(C)　(...,,skipped,題目提到圖片相關內容: 附圖
2NA0940620,理化,反應速率與平衡,可逆反應與平衡,阿哲想利用配製過飽和溶液的方法，來獲得食鹽的結晶，他的做法如下：步驟一：於室溫25℃時，在100毫升水中加入35公克食鹽，此時會有10公克食鹽沉澱。步驟二：將此杯溶液加熱，則食鹽沉澱會慢慢消失，至...,動態平衡,matched,
2NA0940621,理化,反應速率與平衡,可逆反應與平衡,將0℃的液態水與0℃的冰塊一起放入密閉燒杯中，並置入冰箱冷藏，若冰箱溫度維持在0℃不變，一段時間後會發現，冰塊與水的質量都沒有改變。請根據上述，回答下列問題：(　)(1)上述的現象是屬於哪一種平衡？...,動態平衡,matched,
2NA0940622,理化,反應速率與平衡,可逆反應與平衡,"對一個已達到平衡的化學反應而言，下列敘述何者正確？　(A)正反應與逆反應均已經停止　(B)反應物與生成物的總莫耳數相等　(C)正反應速率大於逆反應速率　(D)反應物與生成物的濃度維持不變。《答案》D...",動態平衡,matched,
2NA0940623,理化,反應速率與平衡,可逆反應與平衡,"在一加蓋的廣口瓶中置入少許的水。若將水的蒸發稱為正反應，則該系統內的逆反應為何？　(A)水蒸氣的凝結　(B)水的凝固　(C)氧氣的溶解　(D)水蒸氣的凝華。《答案》A詳解：水的蒸發與水蒸氣的凝結互...",可逆反應,matched,
2NA0940624,理化,反應速率與平衡,可逆反應與平衡,在一加蓋的廣口瓶中置入少許的水，則該系統在下列何種狀況下，表示達到平衡狀態？　(A)水分子的蒸發速率與水分子的凝結速率相等時　(B)水分子的分解速率與水分子的化合速率相等時　(C)廣口瓶中的水完全消失...,動態平衡,matched,
2NA0940625,理化,反應速率與平衡,可逆反應與平衡,小郁配製飽和糖水一杯，配製完後發現杯底仍有未溶解的糖存在。請問關於此一系統的敘述，何者是正確的？　(A)該系統尚未達到平衡狀態　(B)該系統中的溶質溶解速率等於溶質的沉澱速率　(C)該系統在達到平衡之...,動態平衡,matched,
2NA0940626,理化,反應速率與平衡,可逆反應與平衡,"下列各項反應，何者有機會達到平衡？　(A)將稀鹽酸倒入未加蓋的廣口瓶中，廣口瓶內放置鎂帶　(B)燃燒蠟燭　(C)將冰塊放置在瓶中並密封　(D)用酒精燈加熱未加蓋燒杯中的水。《答案》C",動態平衡,matched,
2NA0940627,理化,反應速率與平衡,可逆反應與平衡,姿瑩配製飽和氯化鈉溶液，並將裝有此飽和氯化鈉溶液的加蓋燒杯放置於桌上。姿瑩指出，在這燒杯中有下列平衡反應正在進行：甲.NaClNa＋＋Cl－；乙.H2O(l)H2O(g)。請問以下哪一說法正確？　...,動態平衡,matched,
2NA0940628,理化,反應速率與平衡,可逆反應與平衡,"當化學反應達到平衡後，下列關於正反應與逆反應的敘述，何者正確？　(A)正反應會停止　(B)逆反應會停止　(C)正、逆反應均會停止　(D)正、逆反應仍持續進行。《答案》D詳解：當化學反應平衡後，正、...",動態平衡,matched,
2NA0940629,理化,反應速率與平衡,可逆反應與平衡,下列有關平衡狀態的敘述，何者正確？　(A)反應達平衡時，反應物與生成物的組成成分仍會改變　(B)達到平衡時，反應物的濃度與生成物的濃度必定相等　(C)在飽和溶液中再加入溶質，仍無法改變其平衡狀態　(D...,動態平衡,matched,
2NA0940630,理化,反應速率與平衡,可逆反應與平衡,"下列有關可逆反應達平衡狀態時的敘述，何者正確？　(A)反應物不再轉變成生成物　(B)反應速率為零　(C)反應物濃度等於生成物濃度　(D)正、逆反應速率相等。《答案》D詳解：可逆反應達平衡狀態時，並...",動態平衡,matched,
2NA0940631,理化,反應速率與平衡,可逆反應與平衡,H2O(l)H2O(g)達到平衡時，代表意義為何？　(A)水蒸發的速率大於水蒸氣凝結速率　(B)水蒸發的速率小於水蒸氣凝結的速率　(C)水蒸發與水蒸氣凝結的速率無關　(D)水蒸發的速率等於水蒸氣凝結的...,動態平衡,matched,
2NA0940632,理化,反應速率與平衡,可逆反應與平衡,關於一般的化學反應，下列敘述何者正確？　(A)只有可逆反應才可達到反應的動態平衡狀態　(B)在反應過程中，一直移除生成物會中斷反應的進行　(C)可逆反應只有一種平衡狀態　(D)達到平衡狀態時，反應物消...,動態平衡,matched,
2NA0940633,理化,反應速率與平衡,可逆反應與平衡,"下列何者不屬於「動態平衡」的種類？　(A)化學平衡　(B)密閉系統內，水的三態變化　(C)燃燒反應　(D)溶解平衡。《答案》C詳解：燃燒過程為不可逆的化學反應，故無法達成動態平衡。",動態平衡,matched,
2NA0940634,理化,反應速率與平衡,可逆反應與平衡,"有關化學反應在達到平衡前的敘述，下列何者正確？　(A)僅有正反應進行　(B)反應物必逐漸減少　(C)生成物必逐漸增加　(D)必有一個以上的物質濃度提高。《答案》D詳解：正反應速率較快時，生成物濃度...",可逆反應,matched,
2NA0940635,理化,反應速率與平衡,可逆反應與平衡,若裝有水的密閉容器已達平衡，則有關水分子與水蒸氣分子關係的敘述，下列何者正確？　(A)水分子與水蒸氣分子的數量相等　(B)水分子蒸發和水蒸氣分子凝結的速率相等　(C)水分子與水蒸氣分子的組成原子不同　...,動態平衡,matched,
2NA0940636,理化,反應速率與平衡,可逆反應與平衡,"附圖為一飽和糖水，若不考慮水蒸發及溫度改變，試問經過一天之後，下列何者是可能會看見的情形？(A)  (B)(C)  (D)《答案》D詳解：飽和糖水中，溶質（糖）沉澱速率與溶解速率相等，因此雖...",,skipped,題目提到圖片相關內容: 圖為
2NA0940637,理化,反應速率與平衡,可逆反應與平衡,"如附圖所示，下列哪一個做法可以改變杯內水分子與水蒸氣分子的轉換速率比例？(A)打開玻璃蓋　(B)換更大的蓋子　(C)將杯蓋換成保鮮膜　(D)換成形狀不同但體積相同的杯子。《答案》A詳解：若將玻...",,skipped,題目提到圖片相關內容: 附圖
2NA0940638,理化,反應速率與平衡,可逆反應與平衡,"已知溴溶於水的可逆反應為Br2＋H2O  H＋＋Br－＋HBrO，其中Br2為紅棕色。若要使整個溶液的紅棕色變得更深，可加入下列何種物質？　(A)食鹽　(B)鹽酸　(C)氫氧化鈉　(D)氨水。《答案...",勒沙特列原理,matched,
2NA0940639,理化,反應速率與平衡,可逆反應與平衡,"已知溴溶於水的可逆反應為：Br2＋H2O  H＋＋Br－＋HBrO，若要得到更多的Br2，請問可加入下列何種物質？　(A)氯化鈉　(B)氫氧化鈣　(C)醋酸　(D)小蘇打。《答案》C詳解：加入酸性...",勒沙特列原理,matched,
2NA0940640,理化,反應速率與平衡,可逆反應與平衡,某一平衡之化學反應式為2CrO42－＋2H＋  Cr2O72－＋H2O。則下列敘述何者正確？　(A)若加入氫氧化鈉溶液，則不會破壞系統的平衡狀態　(B)若加入鹽酸，則有利於生成物的產生　(C)若加入氫...,勒沙特列原理,matched,
2NA0940641,理化,反應速率與平衡,可逆反應與平衡,在S2O32－＋2H＋  SO2＋H2O＋S↓的反應中，下列哪些方式無法使黃色的硫沉澱量增加？　(A)加入硫酸　(B)加入氫氧化鈉　(C)加入更多的Na2S2O3（可解離出S2O32－）　(D)設法降...,勒沙特列原理,matched,
2NA0940642,理化,反應速率與平衡,可逆反應與平衡,桌上有一杯未飽和的K2CrO4溶液。已知K2CrO4在溶液中解離的反應式為2CrO42－＋2H＋Cr2O72－＋H2O。又CrO42－為黃色，Cr2O72－為橘紅色。若要使杯中溶液的橘紅色變得更深，則...,勒沙特列原理,matched,
2NA0940643,理化,反應速率與平衡,可逆反應與平衡,"在平衡狀態下，改變下列何者無法造成平衡的變動？　(A)溫度　(B)容器形狀　(C)反應物濃度　(D)生成物濃度。《答案》B詳解：要使平衡系統發生變動，必須改變反應系統內的因素；容器形狀屬於反應系統...",勒沙特列原理,matched,
2NA0940644,理化,反應速率與平衡,可逆反應與平衡,下列有關平衡狀態的敘述，何者正確？　(A)一旦平衡條件遭到破壞，反應將不再達到平衡　(B)在密閉系統中，水與水蒸氣的轉換速率達成平衡時，對系統加熱亦不能破壞原有的平衡　(C)改變生成物濃度不會影響平衡...,動態平衡,matched,
2NA0940645,理化,反應速率與平衡,可逆反應與平衡,某一可逆反應為A＋3B  C＋2D，其中B為黃色氣體，D為棕色氣體，A與C為黑色固體，則下列敘述何者錯誤？　(A)此反應必須在密閉系統才可達成平衡　(B)當黑色固體的量在兩定值之間作變化時，表示反應已...,動態平衡,matched,
2NA0940646,理化,反應速率與平衡,可逆反應與平衡,硫代硫酸鈉與鹽酸反應會產生黃色沉澱物S，其反應式為：Na2S2O3＋2HCl  2NaCl＋SO2＋H2O＋S，若希望增加S的沉澱量，則可以下列哪一方式達成？　(A)加入食鹽　(B)加入二氧化硫　(C...,勒沙特列原理,matched,
2NA0940647,理化,反應速率與平衡,可逆反應與平衡,"在密閉的系統中，裝入水及水蒸氣，待其達成平衡後再提高系統的溫度，則下列何者將會提高？　(A)液態水的含量　(B)水蒸氣的壓力　(C)水分子的總質量　(D)水分子的總數目。《答案》B詳解：水吸熱會改...",動態平衡,matched,
2NA0940648,理化,反應速率與平衡,可逆反應與平衡,某化學反應之反應式為X＋Y  Z＋W，且此反應必須加熱才可進行。其中X、Z為固體，Y為液體，W為氣體。當此反應已達到平衡，若想增加Z的產量，則應採用下列何種方式較佳？　(A)將X磨成細粉　(B)將Y移...,勒沙特列原理,matched,
2NA0940649,理化,反應速率與平衡,可逆反應與平衡,"下列哪一個現象不屬於動態平衡？　(A)飽和食鹽水中食鹽的溶解與析出　(B)酒精燃燒產生二氧化碳與水　(C)密閉水杯內，水的蒸發與凝結　(D)設計精準的溫度計內，酒精的汽化與液化。《答案》B詳解：酒...",動態平衡,matched,
2NA0940650,理化,反應速率與平衡,可逆反應與平衡,"取一個廣口瓶，裡面裝半滿的水後密封靜置一個禮拜，可以發現裡面的水量有何改變？　(A)微量減少　(B)僅剩下少許　(C)增加　(D)全部消失不見。《答案》A詳解：部分水蒸發為水蒸氣後系統達平衡，故水...",動態平衡,matched,
2NA0940651,理化,反應速率與平衡,可逆反應與平衡,"可逆反應可用什麼符號表示？　(A)＝　(B)≡　(C)　(D)《答案》D",可逆反應,matched,
2NA0940652,理化,反應速率與平衡,可逆反應與平衡,"當一個化學反應達到反應平衡時，表示其正反應與逆反應之何者必相等？　(A)濃度　(B)分子數　(C)反應速率　(D)原子數。《答案》C",反應速率,matched,
