year_grade,book,chapter_num,chapter_name,section_num,section_name
8,2,3,公民與社會：公民的社會參與,401,社會互動中的社會規範為什麼社會存在規範？
8,2,3,公民與社會：公民的社會參與,402,社會互動中的社會規範不同社會規範的效力有何差異？
8,2,3,公民與社會：公民的社會參與,403,社會互動中的社會規範社會規範是一成不變的嗎？
8,2,3,公民與社會：公民的社會參與,501,社會變遷中的公平正義科技發展如何加速社會變遷？
8,2,3,公民與社會：公民的社會參與,502,社會變遷中的公平正義社會變遷存在哪些不公平現象？
8,2,3,公民與社會：公民的社會參與,503,社會變遷中的公平正義如何促進社會變遷中的公平正義？
8,2,3,公民與社會：公民的社會參與,601,社會福利中的國家責任社會福利與基本生活保障關係為何？
8,2,3,公民與社會：公民的社會參與,602,社會福利中的國家責任社會福利如何維護人性尊嚴？
8,2,3,公民與社會：公民的社會參與,603,社會福利中的國家責任如何共構福利社會？
8,52,1,地理：基本概念與臺灣,200,臺灣的人口組成與多元文化
8,52,1,地理：基本概念與臺灣,300,臺灣的第一級產業
8,52,1,地理：基本概念與臺灣,400,臺灣的第二、三級產業
8,52,1,地理：基本概念與臺灣,500,臺灣的聚落類型與交通網絡
8,52,1,地理：基本概念與臺灣,600,臺灣的區域發展與差異
8,52,2,歷史：臺灣的歷史(下),100,日治時期的統治
8,52,2,歷史：臺灣的歷史(下),200,日治時期的經濟發展
8,52,2,歷史：臺灣的歷史(下),300,日治時期的社會與文化
8,52,2,歷史：臺灣的歷史(下),400,戰後臺灣的政治變遷
8,52,2,歷史：臺灣的歷史(下),500,戰後臺灣的兩岸關係與外交
8,52,2,歷史：臺灣的歷史(下),600,戰後臺灣的經濟與社會發展
10,6,2,歷史：世界史的發展歷程(下),402,第二次世界大戰與戰後世界從美蘇兩極到多元的世局
10,6,3,公民與社會：全球社會的公民,101,全球化的地球村什麼是全球化？
10,6,3,公民與社會：全球社會的公民,102,全球化的地球村生活中如何觀察全球化？
10,6,3,公民與社會：全球社會的公民,103,全球化的地球村人們對全球化的支持與反對看法是什麼？
10,6,3,公民與社會：全球社會的公民,201,日常生活中的分工與交易人們如何解決日常生活的需求？
10,6,3,公民與社會：全球社會的公民,202,日常生活中的分工與交易為何透過分工與交易對雙方都有利？
10,6,3,公民與社會：全球社會的公民,203,日常生活中的分工與交易我國開放外國商品進口有何利弊？
10,6,3,公民與社會：全球社會的公民,301,生活中的勞動參與勞動參與的重要性為何？
10,6,3,公民與社會：全球社會的公民,302,生活中的勞動參與家務勞動分擔不公有何影響？
10,6,3,公民與社會：全球社會的公民,303,生活中的勞動參與為何需立法保障公平的市場勞動參與？
10,6,3,公民與社會：全球社會的公民,401,國際社會的參與為何要參與國際社會？
10,6,3,公民與社會：全球社會的公民,402,國際社會的參與如何透過國際組織參與國際社會？
10,6,3,公民與社會：全球社會的公民,403,國際社會的參與兩岸關係對我國國際參與有何影響？
9,3,1,地理：區域特色,203,中國的人口成長與文化遷移中國如何因應人口大量增加的壓力？
9,4,1,地理：區域特色,303,西亞與北非的自然環境與文化伊斯蘭文化是如何形成？
9,4,2,歷史：中國與東亞(下),303,現代國家的挑戰中日戰爭
9,4,3,公民與社會：公民權利的保障與規範,304,犯罪與刑罰刑法如何區分責任能力？
9,4,3,公民與社會：公民權利的保障與規範,403,民事與刑事紛爭的解決警察、檢察官及法官有哪些職權？
