ques_no,subject,chapter_name,section_name,question_text,matched_knowledge_point,status,reason
7949,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,乙醇、異丙醇混合物共1.52g，以0.2M酸性滴定，耗去100mL達完全作用，則混合物中含乙醇多少克？(A)0.46(B)0.52(C)0.92(D)1.24。《答案》C《解析》設乙醇（分子量46）...,有機反應定量計算,matched,
7950,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,某生做完實驗後以下方法分別清洗有關儀器，關於實驗操作的敘述，何項錯誤？(A)用酒精清洗做過碘昇華的試管(B)用濃鹽酸清洗做過過錳酸鉀分解實驗的試管(C)用鹽酸清洗長期存放過溶液的試劑瓶(D)用氫氧化...,酚,matched,
7951,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,某化合物甲，經酸性溶液氧化後，產物的分子式為，則化合物甲可能為下列何者？(A)丁醇(B)丁醇(C)甲基丙醇(D)丁酮。《答案》A《解析》(A)丁醇為一級醇，可被之酸性溶液氧化成羧酸（產...,醇類氧化反應,matched,
7952,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,欲將0.1mol的正丙醇完全氧化為丙酸，需耗用0.5M之酸性水溶液多少毫升？(A)20(B)80(C)120(D)160。《答案》D,醇類氧化反應,matched,
7953,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列關於乙醇的敘述，何者錯誤？(A)乙醇俗稱酒精，可由澱粉或糖的醱酵製取(B)工業用乙醇常加入甲醇或汽油等，即所謂變性酒精(C)乙烯與的加成反應可得到乙醇(D)乙醇與氫氧化鈉作用會產生氫氣。《答案》...,醇,matched,
7954,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列物質各2克與足量金屬鈉作用時，何者所產生的最少？(A)甘油(B)水(C)甲醇(D)苯酚。《答案》D《解析》選項中，苯酚的分子量最大，換算的莫耳數最小，故產生氫氣莫耳數最小。,有機反應定量計算,matched,
7955,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,丙烯與水在催化劑作用下充分反應，再加入過錳酸鉀之酸性溶液，最終產物為何者？(A)丙酮(B)丙醛(C)丙二醇(D)丙酸。《答案》A《解析》丙烯與水加成得到丙醇，再氧化則成為丙酮,醇類氧化反應,matched,
7956,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列醇分子，何者具有最佳的水溶性？(A)(B)(C)(D)。《答案》D,醇,matched,
7957,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列有關醚類的敘述，何者正確？(A)醚類分子因具有極性，故沸點較相對應分子量之醇為高(B)甲醚與乙醇為同分異構物，但甲醚可與鈉反應產生氫氣，乙醇則否(C)乙醇中加濃硫酸且加熱至130～140°C可生成...,醇類製備與脫水反應,matched,
7958,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,常溫常壓下，某醇12克與足量金屬鈉作用產生氫氣2.45升，則此醇之分子式可能為下列何者？(A)(B)(C)(D)。《答案》D《解析》由（元醇會產生mol），，即為丙醇。,有機反應定量計算,matched,
7959,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,某飽和一元醇0.03莫耳，完全燃燒後，將生成的氣體全部通入過量澄清石灰水中，產生9g的白色沉澱（），則此一元醇為何種物質？(A)(B)(C)(D)。《答案》C,有機反應定量計算,matched,
7960,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列有關(甲)1-丁醇、(乙)2-丁醇、(丙)2-甲基-2-丙醇之性質敘述，何者錯誤？(A)沸點：甲(乙(丙(B)熔點：丙(乙(甲(C)與水的溶解度：丙(乙(甲(D)甲、乙均可與KMnO4的酸性溶液反...,有機物異構現象,matched,
7961,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,有關C4H10O之異構物敘述，正確者為何？(1)異構醇有a個(2)異構醚有b個(3)可氧化成醛有c個(4)可氧化成酸有d個(5)可氧化成酮有e個(A)a＋b＝8(B)c＝d(C)d＝e＋2(D)a＋b...,有機物異構現象,matched,
7962,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,等莫耳數的下列有機物，在酸性KMnO4溶液中完全被氧化時，何者消耗最多量的KMnO4？(A)1-丁醇(B)2-丁醇(C)3-甲基-2-丁醇(D)丁醛。《答案》A《解析》1o醇可被氧化成酸，失去4個電子...,醇類氧化反應,matched,
7963,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列何項反應不能產生醇類？(A)乙醛的還原(B)(C)丁酮+還原劑(D)丙醛的氧化(E)，然後再加。《答案》D,醇類製備與脫水反應,matched,
7964,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,有關1-戊醇、1-丁醇、2-甲基-2-丙醇之物性，下列哪一項正確？(A)1-丁醇之熔點最高(B)1-戊醇之溶解度最小(C)1-戊醇之沸點最低(D)2-甲基-2-丙醇之熔點最低。《答案》B《解析》...,醇,matched,
7965,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,設a表、b表、c表、d表，則下列敘述何者正確？(A)沸點：a>b>c>d(B)熔點：a>d>c>b(C)對水溶解度：a>b>c>d(D)對水溶解度：d>c>a>b。《答案》C,酚,matched,
7966,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,分子式C7H8O之有機化合物具有下列特性：(呈弱酸性；(含有苯環；(苯環上1個氫被1個溴取代可得2種異構物，則此有機物的分子結構可推斷為(A)(B)(C)(D)《答案》B《解析》(A)(C)不...,有機物異構現象,matched,
7967,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,芳香族化合物之分子式為C8H8O3，可溶於鹼性水溶液，又含有羥基，與氯化鐵溶液不呈色，則此化合物可能的結構式有若干個？(A)2(B)3(C)4(D)5。《答案》C《解析》（鄰、間、對）共4個,有機物異構現象,matched,
7968,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,把在氧化焰中燒紅的銅圈置入盛有甲醇的試管中，且盡量接近液面時，得下列反應情形，而何項較不正確？(A)離開火焰的銅圈遇冷馬上呈現黑色(B)移入試管中時則見變成黃紅色(C)CuO將甲醇氧化成甲醛(D)也可...,醇類氧化反應,matched,
7969,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列有關醇類的敘述，何者正確？(A)可由鹵烴在NaOH(aq)中進行脫去反應製備而得(B)所有醇類皆可被過錳酸鉀氧化(C)1莫耳的二元醇可與含足量的Na產生1莫耳的氫氣(D)可以和HBr進行加成反應形...,有機反應定量計算,matched,
7970,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,某一有機物含碳、氫及氧，分子量為氫氣的37倍。取化合物74克，與足量鈉反應，產生氫氣1.0克，試問下列何者可能為此有機化合物？(A)CH3COOCH3(B)CH3CH2COCH3(C)CH3CH2OC...,有機反應定量計算,matched,
7971,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列有關乙醇在濃硫酸催化下進行脫去反應的敘述，何者正確？(A)在高溫的條件下，乙醇會進行分子內脫氫，生成乙醛(B)在高溫的條件下，乙醇會進行分子間脫水，生成乙醚(C)在低溫的條件下，乙醇會進行分子內脫...,醇類製備與脫水反應,matched,
7972,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列關於醇類反應的敘述，何者正確？(A)1-丙醇可被酸性的過錳酸鉀水溶液氧化成丙醛(B)2-丙醇可被酸性的過錳酸鉀水溶液氧化成丙酮(C)2-甲基-2-丙醇可被酸性的過錳酸鉀水溶液還原成2-甲基-2-丙...,醇類氧化反應,matched,
7973,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列苯酚的敘述，何者正確？(A)苯酚分子結構中有－OH，屬於鹼性物質(B)苯酚分子結構中有羥基，屬於醇類，故25℃下，pH＝7(C)苯酚俗稱石炭酸，可使藍色石蕊試紙變紅(D)苯酚可與氫氧化鈉進行酸鹼中...,酚,matched,
7974,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列何者與過錳酸鉀水溶液無顯著反應？(A)甲苯(B)乙烯(C)丙烷(D)異丁醇(E)正戊醇。《答案》C《解析》(A)甲苯可與鹼性過錳酸鉀水溶液反應，使紫色溶液褪色，酸化後，得產物苯甲酸。(B)乙烯可與...,醇類氧化反應,matched,
7975,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,CH3CH2CH(CH3)CH2OH與濃硫酸共熱後的產物再與HCl作用，主要可得下列何種氯化物？(A)CH3CH2CH(CH3)CH2Cl(B)CH3CH2C(CH3)ClCH3(C)CH3CH2C(...,醇類製備與脫水反應,matched,
7976,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,具有分子式為C4H10O的有機化合物，可能含有數種異構物，關於這些異構物，下列敘述何者正確？(A)含有4種醇類(B)含有醛類(C)含有2種醚類(D)可被氧化成羧酸的有3種(E)無法被Cr2O72－酸性...,有機物異構現象,matched,
7977,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,酒醉駕車的認定標準是根據呼氣中酒精含量之測定。下列溶液中，何者是早期用來檢測酒精的試劑？(A)K2Cr2O7之酸性溶液(B)CuSO4和酒石酸的鹼性溶液(C)FeCl3水溶液(D)AgNO3的氨水溶液...,醇類氧化反應,matched,
7978,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,乙醇俗稱酒精。下列有關酒精的敘述，何者正確？甲：純酒精與乙酸反應會產生乙酸乙酯乙：在純酒精中，投入金屬鈉會產生氫氣丙：純酒精經濃硫酸脫水後，可產生乙烯或乙醚丁：酒精中是否含有水，可以用白色的硫酸銅來檢...,醇類製備與脫水反應,matched,
7979,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,有機化合物甲之分子式為C4H10O。?化合物甲會與金屬鈉反應產生可燃氣體。?取一支試管盛裝3 mL化合物甲，並滴入1 mL的1%二鉻酸鈉水溶液與1 M硫酸3 mL，以右圖裝置加熱後，試管內的混合溶液變...,,skipped,題目提到圖片相關內容: 右圖
7980,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列反應何者不可能發生？(A)丙烯與氯化氫作用生成2-氯丙烷(B)1-丁醇加入濃硫酸加熱脫水可得1-丁烯(C)苯和濃硝酸及濃硫酸混合酸反應製造硝基苯(D)乙烯被過錳酸鉀水溶液氧化變為乙二醇(E)甲基-...,醇類氧化反應,matched,
7981,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列何項反應不能產生醇？(A)乙醛的還原(B)CH3CH2Br+KOH(aq)(C)丁酮 + 還原劑(D)丙醛的氧化(E)CH2＝CH2與水在酸性溶液中反應。《答案》D《解析》(A)可得乙醇。(B)可...,醇類製備與脫水反應,matched,
7982,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列何種醇可被氧化成酮類？(A)CH3CH2CH2CH2OH(B)CH3CH(CH3)CH2OH(C)CH3CH2CH(OH)CH3(D)(CH3)3COH(E)CH3CH2CH(CH3)CH2OH《...,醇類氧化反應,matched,
7983,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,使2-甲基丙烯在稀酸液中與H2O分子發生加成反應，作用達成完全後，在此溶液中滴入少許之MnO4－溶液，則混合溶液中有下列何物產生？(A)CH3CH2CH2COOH(B)CH3COCH2CH3(C)CH...,醇類氧化反應,matched,
7984,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,丙醇與丁醇皆可與過錳酸鉀的酸性溶液反應，下列有關其反應的敘述，何者正確？（甲）1-丙醇會產生丙酮（乙）2-丁醇會產生2-丁酮（丙）2-甲基-2-丙醇會產生2-甲基-2-丙酮(A)只有甲(B)只有乙(C...,醇類氧化反應,matched,
7985,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,黑巧克力中有豐富的兒茶素。兒茶素有降血壓、改善血液循環、防止心血管疾病等功效。另外，兒茶素也是茶葉具苦澀味的原因之一。某一兒茶素之結構如圖。下列關於此兒茶素的敘述，哪一項不正確？ (A)可溶於水(B...,,skipped,題目提到圖片相關內容: 如圖
7986,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,將甲醇、乙醇均勻混合後加入濃硫酸共熱，可能生成多少種有機產物？ (A) 1(B) 2(C) 3(D) 4(E) 5。《答案》D《解析》產物可能有因分子內脫水所形成的乙烯，以及因分子間脫水形成的甲乙醚、...,醇類製備與脫水反應,matched,
7987,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,試樣為丙醇與丙醇混合物4.8g，將已酸化的0.20M過錳酸鉀與之反應加至200mL時恰好反應完畢，則含丙醇之重量百分率為多少？(A)15%(B)25%(C)40%(D)50%。《答案》B《解析》...,醇類氧化反應,matched,
7988,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,2-甲基丙烯在稀酸液中與H2O分子發生加成反應，作用達成完全後，在此溶液中滴入少許之MnO4－溶液，則混合溶液中有下列何物產生？(A)CH3CH2CH2COOH(B)CH3COCH2CH3(C)CH3...,醇類氧化反應,matched,
7989,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,某定量的一元醇完全燃燒，消耗0.9 mol的O2，而等量的醇與過量的鈉反應，可生成0℃、1 atm下為3.36 L的H2。若此醇以CnH2n＋1OH表示，則n值為(A)1(B)2(C)3(D)4(E)...,有機反應定量計算,matched,
7990,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,正丙醇與異丙醇的混合物共有3.0克，以0.25 M的二鉻酸鉀溶液使其反應，至所產生的產物均不能再被氧化時，一共耗去120 mL，則原混合物中含有正丙醇若干%？(A)20(B)40(C)50(D)60(...,醇類氧化反應,matched,
7991,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,今有1-丙醇及2-丙醇之混合物2.7克，與0.3M過錳酸鉀的硫酸溶液反應，至所產生的產物均不能再被氧化時，共耗去過錳酸鉀80毫升，求混合物含1-丙醇多少克？(A)0.9(B)0.8(C)0.72(D)...,醇類氧化反應,matched,
7992,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,2－甲基丙烯在稀酸液中與H2O分子發生加成反應，作用達成完全後，在此溶液中滴入少許之MnO4－溶液，則混合溶液中有下列何物產生？(A)CH3CH2CH2COOH(B)CH3COCH2CH3(C)CH3...,醇類氧化反應,matched,
7993,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,在酸性條件下，欲利用過錳酸鉀將32 g的甲醇完全氧化成二氧化碳，試問需要消耗過錳酸鉀若干莫耳？(A)0.4(B)0.8(C)1.2(D)2.0(E)2.5《答案》C《解析》CH3OH＝32，（mol...,醇類氧化反應,matched,
7994,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,某未知濃度的乙醇水溶液50毫升，以0.40 M酸性過錳酸鉀水溶液滴定，達滴定終點時共耗去30毫升，下列敘述何者正確？(A)乙醇與酸性過錳酸鉀水溶液反應後，產物為乙醛(B)氧化數發生變化的碳原子，氧化數...,醇類氧化反應,matched,
7995,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,王同學取下列5種等莫耳數的醇類與0.1 M的過錳酸鉀酸性水溶液酸性溶性完全反應，何者會消耗最多的KMnO4(aq)？(A)乙醇(B)2-甲基-2-丁醇(C)2-甲基-3-戊醇(D)2-丙醇(E)甲醇《...,醇類氧化反應,matched,
7996,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,1-丙醇與2-丙醇的混合物1.8克，以0.16 M的酸性KMnO4完全作用需耗去100 mL，則混合物中含1-丙醇若干克？(A)0.3克(B)0.6克(C)0.9克(D)1.2克(E)1.5克。《答案...,醇類氧化反應,matched,
7997,高中化學,有機化合物的製備、反應與用途,醇、酚、醚,下列關於分子式C4H10O的有機物之敘述，何者正確？ (A)共有6種異構物(B)能被酸性二鉻酸鉀溶液氧化的有2種(C)異構物中能被氧化成酸的有2種(D)異構物中不與鈉反應的有2種(E)異構物中可與有機...,有機物異構現象,matched,
7998,高中化學,有機化合物的製備、反應與用途,醛與酮,下列關於有機化合物的敘述，何者正確？(A)苯甲醛具有芳香味，為櫻桃香味來源之一(B)丙酮曾經用作外科手術的麻醉劑(C)甲醛可由木材在無氧的環境中加熱乾餾而得(D)醇類的官能基稱為醇基（?OH） 。《答...,醛類,matched,
7999,高中化學,有機化合物的製備、反應與用途,醛與酮,下列關於甲醛之敘述，何者正確？(A)甲醛分子的四原子皆共平面(B)甲醛為非極性分子(C)甲醛可由甲烷氣體與紅熱作用而得(D)甲醛的分子結構中含二個鍵及一個鍵 。《答案》A,醛類,matched,
8000,高中化學,有機化合物的製備、反應與用途,醛與酮,下列哪類化合物可還原為一級醇，並能產生銀鏡反應？(A)烯烴(B)酮類(C)羧酸(D)醛類 。《答案》D,醛類,matched,
8001,高中化學,有機化合物的製備、反應與用途,醛與酮,下列關於斐林試液及多侖試液的敘述，何者錯誤？(A)斐林試液含硫酸銅、氫氧化鈉及酒石酸鉀鈉(B)多侖試液為硝酸銀溶於足量的氨水(C)斐林試液及多侖試液皆可鑑別醛及酮(D)斐林試液及多侖試液與醛反應，其金...,醛酮檢驗試劑,matched,
8002,高中化學,有機化合物的製備、反應與用途,醛與酮,下列何項試劑無法鑑別醛類與酮類？(A)(B) (C)斐林試劑(D)多侖試劑 。《答案》A,醛酮檢驗試劑,matched,
8003,高中化學,有機化合物的製備、反應與用途,醛與酮,下列關於醛、酮性質之敘述，何者正確？(A)醛類和酮類均含有羧基(B)醛與酮均可被氧化成羧酸(C)醛類與斐林試液作用生成紅色沉澱，酮類則否(D)丙醇和緩氧化可得丙醛，劇烈氧化則得丙酮 。《答案》C,醛酮檢驗試劑,matched,
8004,高中化學,有機化合物的製備、反應與用途,醛與酮,下列物質氧化，何者可得到「甲基丁酮」？(A)(B)4(C)(D) 。《答案》C,酮類,matched,
8005,高中化學,有機化合物的製備、反應與用途,醛與酮,下列何種化合物不會使斐林試劑產生紅色沉澱？(A)葡萄糖(B)丙酮(C)乙醛(D)甲酸 。《答案》B,醛酮檢驗試劑,matched,
8006,高中化學,有機化合物的製備、反應與用途,醛與酮,某有機物和它的氧化產物都能與多侖試劑反應，該有機物應為何者？(A)乙醛(B)甲醛(C)甲酸(D)甲醇 。《答案》B《解析》甲醛和它的氧化產物（甲酸）皆具有醛基，能與多侖試劑反應,醛類,matched,
8007,高中化學,有機化合物的製備、反應與用途,醛與酮,某生配製硝酸銀氨水溶液方法如下：取0.1M硝酸銀水溶液5mL，滴入0.8M氫氧化鉀水溶液3mL，產生沉澱，然後滴入氨水溶液直到沉澱恰消失。接著她在培養皿底部滴入數滴水溶液甲，然後再滴上述硝酸銀氨水溶液...,醛酮檢驗試劑,matched,
8008,高中化學,有機化合物的製備、反應與用途,醛與酮,有關斐林試液與多侖試劑的敘述，下列何者正確？(A)與醛類物質加熱後，多侖試劑產生Cu2O紅色沉澱(B)與醛類物質加熱後，斐林試液產生銀鏡反應(C)兩者皆能與醛類發生氧化還原反應(D)兩者皆為酸性溶液(...,醛酮檢驗試劑,matched,
8009,高中化學,有機化合物的製備、反應與用途,醛與酮,下列何種試劑無法區別醛與酮？(A)硫酸銅的鹼性酒石酸鉀鈉溶液(B)多侖試劑(C)溴的四氯化碳溶液(D)裴林試劑(E)過錳酸鉀的硫酸溶液 。《答案》C《解析》(A)為斐林試液的成分，醛可和裴林試液、多侖...,醛酮檢驗試劑,matched,
8010,高中化學,有機化合物的製備、反應與用途,醛與酮,下列有關醛、酮性質的敘述，何者正確？(A)醛與酮均可產生氫鍵，但其沸點仍較同碳數之羧酸及醇為低(B)醛與酮均可與水產生氫鍵，且隨碳原子增加，對水溶解度變大(C)醛與酮均可與K2Cr2O7、斐林試液作用...,醛酮檢驗試劑,matched,
8011,高中化學,有機化合物的製備、反應與用途,醛與酮,下列各醇類中，何者可被酸性二鉻酸鉀氧化，氧化後的產物可與多侖試劑反應產生銀鏡？(A)2-丁醇(B)3-甲基-2-丁醇(C)2-甲基-2-丁醇(D)環己醇(E) 甲醇。《答案》E《解析》(A)(B)(D...,醛酮檢驗試劑,matched,
8012,高中化學,有機化合物的製備、反應與用途,醛與酮,某溫度下，10公升的有機物CnH2n+2O氣體完全燃燒後，生成二氧化碳40公升及水蒸氣50公升，已知此有機物可和酸性二鉻酸鉀溶液反應，反應後的產物和斐林試液沒有反應，則此有機物為何？(A)CH3CH2...,官能基,matched,
8013,高中化學,有機化合物的製備、反應與用途,醛與酮,有關醇類反應實驗裝置如圖，步驟如下：(I)加二鉻酸鉀晶體0.5克於1-丙醇3mL中，搖盪試管，使其盡量溶解。(II)在此溶液中加入1MH2SO4  3mL。(III)加熱至85～90，並將所產生的蒸...,,skipped,題目提到圖片相關內容: 如圖
8014,高中化學,有機化合物的製備、反應與用途,醛與酮,下列關於醛之敘述，何者錯誤？(A)乙醛可與水分子形成氫鍵而易溶於水(B)丙醛可與多侖試劑進行銀鏡反應(C)2-甲基丙醛的分子式為C4H10O(D)2-甲基丙醛可與斐林試劑反應，而生成紅色沉澱 《答案》...,醛類,matched,
8015,高中化學,有機化合物的製備、反應與用途,醛與酮,下列有關甲醛的?述，何者錯誤？(A)俗稱福馬林的甲醛水溶液，可以用來防腐(B)甲醛分子形狀是平面形，常溫為氣態分子(C)甲醛可用斐林試劑檢驗，生成物為紅色(D)甲醛無法用多侖試劑檢驗，不會有化學反應 ...,醛類,matched,
8016,高中化學,有機化合物的製備、反應與用途,醛與酮,下列關於醛、酮之敘述，何者正確？(A)醛類和酮類均含有羧基(B)醛、酮均可被過錳酸鉀酸性溶液氧化成酸(C)醛類可與斐林試液作用，生成紅色沉澱，酮類則否(D)1-丙醇和緩氧化可得丙醛，劇烈氧化則得丙酮(...,醛酮檢驗試劑,matched,
8017,高中化學,有機化合物的製備、反應與用途,醛與酮,下列關於丙酮的各項敘述，何者正確？(A)丙酮是不具可燃性的有機化合物(B)丙酮可依任意比例與水均勻混合(C)丙酮可與多侖試劑起反應，但不能與斐林試劑起反應(D)可以用丙酮萃取茶水中的咖啡因(E)丙酮可...,酮類,matched,
8018,高中化學,有機化合物的製備、反應與用途,醛與酮,醛類和酮類皆含有下列何種官能基？(A)醚基(B)羧基(C)酯基(D)羰基(E)烯基《答案》D《解析》醛類（）類和酮類（）都具有羰基（）,官能基,matched,
8019,高中化學,有機化合物的製備、反應與用途,醛與酮,下列關於甲醛的敘述，何者正確？(A)福馬林為甲醛的水溶液，可作食品防腐劑(B)分子結構中的C原子以sp3混成軌域進行鍵結(C)可與水形成分子間氫鍵，故水溶解度高(D)甲醛為立體分子(E)可進行氧化反應...,醛類,matched,
8020,高中化學,有機化合物的製備、反應與用途,醛與酮,已知某有機物之分子式為 C5H10O，若此有機物可使過錳酸鉀水溶液褪色，則此有機物不可能為下列哪一種物質？(A)C4H9CHO(B)CH3CH2COCH2CH3(C)(CH3)2CHCH2CHO(D)...,醛酮檢驗試劑,matched,
8021,高中化學,有機化合物的製備、反應與用途,醛與酮,下列有關醛類及酮類的敘述，何者錯誤？(A)37%的甲醛水溶液，可作做防腐劑與消毒劑(B)最簡單分子的醛，可由炔類與硫酸及硫酸汞水溶液製得(C)酮類可由炔類與硫酸水溶液製得(D)1°醇氧化可製備醛類，而...,醛類,matched,
8022,高中化學,有機化合物的製備、反應與用途,醛與酮,下列何種有機化合物能產生銀鏡反應？(A)甲酸(B)蛋白質(C)丙酮(D)蔗糖(E)乙炔《答案》A《解析》多侖試劑可使醛、甲酸、單醣、除了蔗糖之外的雙醣發生銀鏡反應。,醛酮檢驗試劑,matched,
8023,高中化學,有機化合物的製備、反應與用途,醛與酮,下列化合物中，何者最不易使過錳酸鉀溶液褪色？(A)環己烯(B)丁醛(C)丙酮(D)乙醇(E)對二甲苯《答案》C《解析》最不容易使過錳酸鉀溶液褪色，即最不容易被錳酸鉀溶液氧化。(A)為烯類，可被氧化為二...,氧化還原反應,matched,
8024,高中化學,有機化合物的製備、反應與用途,醛與酮,國內媒體曾報導，有些新裝潢的房間或新購買的玩具，其所用的聚合物材料會逸出有害健康的物質。試問下列哪一物質，最有可能從聚合物逸出？(A)甲醇(B)甲醛(C)乙醇(D)乙酸(E)丙酮《答案》B《解析》甲醛...,醛類,matched,
8025,高中化學,有機化合物的製備、反應與用途,醛與酮,下列哪一個化合物於適當條件下會與過錳酸鉀溶液反應使其褪色，並且也會與斐林試液反應產生紅色沉澱？(A)1-丙醇(B)2-丙醇(C)丙酮(D)丙醛(E)丁酮《答案》D《解析》1°醇、2°醇可與過錳酸鉀溶液...,醛酮檢驗試劑,matched,
8026,高中化學,有機化合物的製備、反應與用途,醛與酮,下列何者在斐林試液檢驗中，會生成紅色Cu2O沉澱？(A)阿斯匹靈(B)甲酸甲酯(C)丙酮(D)苯胺(E)乙醯胺。《答案》B《解析》醛類可與斐林試液反應，產生紅色沉澱，選項中僅(B)含有醛基。,醛酮檢驗試劑,matched,
8027,高中化學,有機化合物的製備、反應與用途,醛與酮,下列有關醛與酮性質的敘述，何者正確？(A)福馬林為丙醛水溶液，可作為防腐劑(B)丙醛示性式為C3H7CHO(C)丙酮示性式為CH3CH2CH2OH(D)丙醛與丙酮互為同分異構物(E)丙醛易溶於水，丙酮...,同分異構物,matched,
8028,高中化學,有機化合物的製備、反應與用途,醛與酮,下列有關有機化合物的敘述，何者正確？(A)甲醇俗稱「木精」，分子式為CH4O(B)乙二醇俗稱「甘油」，分子式為C2H6O2(C)「福馬林」就是純的甲醛(D)100%的乙醇俗稱「藥用酒精」 。《答案》A...,醛類,matched,
8029,高中化學,有機化合物的製備、反應與用途,醛與酮,下列有關醛與酮的敘述，何者錯誤？(A)均含羰基(B)新裝潢的屋子內常含有甲醛(C)丙酮與丙醛互為同分異構物(D)去光水的成分為甲醛 。《答案》D《解析》去光水的成分中具有丙酮。,酮類,matched,
8030,高中化學,有機化合物的製備、反應與用途,醛與酮,有機物之分子式為。加入會產生氣泡，加入氧化後的產物可與多侖試劑作用產生銀鏡，則有機物A的結構為下列何者？(A)(B)(C)(CH3)3COH(D) 。《答案》B《解析》醇+鈉(氫氣，1°...,醛類,matched,
8031,高中化學,有機化合物的製備、反應與用途,醛與酮,下列何者可用於區別和？(A)加金屬鈉(B)加的氨水溶液(C)在銅存在下與氧氣反應(D)在銅存在下和氧氣反應後的產物中再加的氨水溶液 。《答案》D,醛酮檢驗試劑,matched,
8032,高中化學,有機化合物的製備、反應與用途,醛與酮,下列反應的產物中加入斐林試液何者會產生紅色沉澱？(A)乙炔與水的加成作用所得產物(B)甲基丙醇和二鉻酸鉀酸性溶液作用所得產物(C)乙醛和二鉻酸鉀酸性溶液作用所得產物(D)乙酸乙酯和氫氧化鈉作用所得...,醛酮檢驗試劑,matched,
8033,高中化學,有機化合物的製備、反應與用途,醛與酮,下列各組化合物的檢驗，何者錯誤？(A)苯、環己烯可用的溶液區分(B)甲基丙醇與丙酮可用溶液區分(C)二甲醚、乙醇可用區分(D)甲酸、乙酸可用多侖試劑區分 。《答案》B《解析》(B)甲基...,醛酮檢驗試劑,matched,
8034,高中化學,有機化合物的製備、反應與用途,醛與酮,下列有關醛類及酮類的敘述，何者正確？(A)福馬林為丙酮水溶液，可作做防腐劑與消毒劑(B)甲醛分子可由甲烷進行氧化而製得(C)丁醛在催化下可製得丁酮(D)丙酮比丙醛具有較佳的水溶性 。《答案》D《解析...,醛類,matched,
8035,高中化學,有機化合物的製備、反應與用途,醛與酮,等莫耳數之乙醇（）與乙醛（）分別加入相同莫耳濃度之酸性溶液，欲使兩者完全反應，所需要消耗的溶液體積比（乙醇對於乙醛比）為何？(A)1：1(B)1：2(C)2：1(D)4：1 。《答案》C《解析...,氧化還原反應,matched,
8036,高中化學,有機化合物的製備、反應與用途,醛與酮,化學式為的某有機化合物被二鉻酸鉀的酸性溶液氧化而生成中性化合物。此中性化合物不與斐林試液作用，則此化合物可能為何者？(A)丁醇(B)丁醇(C)乙醚(D)甲基丙醇 。《答案》B,氧化還原反應,matched,
