關卡編號,年級,冊數,章節編號,章節名稱,小節編號,小節名稱,知識點,關卡名稱,level_id
260,10,5,7,運動中的天體,1,我們的宇宙,太陽系行星、天體發光原理、宇宙層級與尺度,我們的宇宙,1932
261,10,5,7,運動中的天體,2,轉動的地球,地球運動、二十四節氣,轉動的地球-1,1933
262,10,5,7,運動中的天體,2,轉動的地球,晝夜長短、太陽仰角與輻射,轉動的地球-2,1934
263,10,5,7,運動中的天體,3,日地月相對運動,潮汐現象、日食月食,日地月相對運動-1,1935
264,10,5,7,運動中的天體,3,日地月相對運動,月相變化、地球月球太陽相對運動,日地月相對運動-2,1936
265,10,5,7,運動中的天體,0,章節總複習,章節所有知識點,運動中的天體 （全）-1,1937
266,10,5,7,運動中的天體,0,章節總複習,章節所有知識點,運動中的天體 （全）-2,1938
267,10,5,8,能源,1,認識能源,能量、能源分類、化石燃料,認識能源-1,1939
268,10,5,8,能源,1,認識能源,核能、發電方式、能源的環境影響,認識能源-2,1940
269,10,5,8,能源,2,能源的發展與應用,發電方式、環境汙染、再生能源,能源的發展與應用-1,1941
270,10,5,8,能源,2,能源的發展與應用,非再生能源、發電原理、能源效率,能源的發展與應用-2,1942
271,10,5,8,能源,0,章節總複習,章節所有知識點,能源 （全）-1,1943
272,10,5,8,能源,0,章節總複習,章節所有知識點,能源 （全）-2,1944
273,10,6,1,電的應用,1,電流的熱效應與電能,電學基本單位、電能、電壓與電量,電流的熱效應與電能-1,1945
274,10,6,1,電的應用,1,電流的熱效應與電能,電功率、電流熱效應、電能轉換與耗損,電流的熱效應與電能-2,1946
275,10,6,1,電的應用,2,電與生活,交流電與直流電、電能與電費、電路異常,電與生活-1,1947
276,10,6,1,電的應用,2,電與生活,用電安全裝置、觸電、電力輸送,電與生活-2,1948
277,10,6,1,電的應用,3,電池,電池種類、電池原理、電池反應,電池-1,1949
278,10,6,1,電的應用,3,電池,鹽橋功能、充電與放電、電池串並聯,電池-2,1950
279,10,6,1,電的應用,4,電流的化學效應,電解水原理與產物、電鍍原理與應用、電極極性與反應,電流的化學效應-1,1951
280,10,6,1,電的應用,4,電流的化學效應,能量轉換、電解液,電流的化學效應-2,1952
281,10,6,1,電的應用,0,章節總複習,章節所有知識點,電的應用 （全）-1,1953
282,10,6,1,電的應用,0,章節總複習,章節所有知識點,電的應用 （全）-2,1954
283,10,6,2,電流與磁現象,1,磁鐵與磁場,磁鐵、磁極、磁場,磁鐵與磁場-1,1955
284,10,6,2,電流與磁現象,1,磁鐵與磁場,磁力線、磁化,磁鐵與磁場-2,1956
285,10,6,2,電流與磁現象,1,磁鐵與磁場,羅盤、地磁,磁鐵與磁場-3,1957
286,10,6,2,電流與磁現象,2,電流的磁效應,電流磁效應、安培右手定則、長直導線磁場,電流的磁效應-1,1958
287,10,6,2,電流與磁現象,2,電流的磁效應,螺旋線圈磁場、磁場強度影響因素、磁力作用,電流的磁效應-2,1959
288,10,6,2,電流與磁現象,3,電流磁效應的應用,電磁鐵、電磁鐵應用,電流磁效應的應用-1,1960
289,10,6,2,電流與磁現象,3,電流磁效應的應用,馬達構造、馬達運轉控制,電流磁效應的應用-2,1961
290,10,6,2,電流與磁現象,4,電流與磁場的交互作用,電流磁效應、載流導線磁力、右手開掌定則,電流與磁場的交互作用-1,1962
291,10,6,2,電流與磁現象,4,電流與磁場的交互作用,平行載流導線交互作用、電動機原理,電流與磁場的交互作用-2,1963
292,10,6,2,電流與磁現象,5,電磁感應,電磁感應原理、感應電流特性,電磁感應-1,1964
293,10,6,2,電流與磁現象,5,電磁感應,電磁學應用裝置、電磁學科學家,電磁感應-2,1965
294,10,6,2,電流與磁現象,0,章節總複習,章節所有知識點,電流與磁現象 （全）-1,1966
295,10,6,2,電流與磁現象,0,章節總複習,章節所有知識點,電流與磁現象 （全）-2,1967
296,10,6,3,千變萬化的天氣,1,大氣的組成和結構,大氣垂直分層、大氣主要成分、臭氧層,大氣的組成和結構-1,1968
297,10,6,3,千變萬化的天氣,1,大氣的組成和結構,天氣現象、大氣功能,大氣的組成和結構-2,1969
298,10,6,3,千變萬化的天氣,2,天氣變化,天氣與氣候、氣象要素、大氣壓力,天氣變化-1,1970
299,10,6,3,千變萬化的天氣,2,天氣變化,高低氣壓系統與氣流、水氣凝結現象,天氣變化-2,1971
300,10,6,3,千變萬化的天氣,3,氣團和鋒面,氣團類型與性質、季風影響、鋒面種類與天氣,氣團和鋒面-1,1972
301,10,6,3,千變萬化的天氣,3,氣團和鋒面,臺灣季節氣候特徵、降水現象與成因,氣團和鋒面-2,1973
302,10,6,3,千變萬化的天氣,3,氣團和鋒面,地形對氣候的影響、天氣圖判讀,氣團和鋒面-3,1974
303,10,6,3,千變萬化的天氣,4,臺灣的氣象災害,梅雨、颱風、天氣系統,臺灣的氣象災害-1,1975
304,10,6,3,千變萬化的天氣,4,臺灣的氣象災害,水資源與降雨特性、坡地災害、天氣圖判讀,臺灣的氣象災害-2,1976
305,10,6,3,千變萬化的天氣,0,章節總複習,章節所有知識點,千變萬化的天氣 （全）-1,1977
306,10,6,3,千變萬化的天氣,0,章節總複習,章節所有知識點,千變萬化的天氣 （全）-2,1978
307,10,6,4,全球氣候變遷與因應,1,海氣的交互作用與影響,洋流、海洋與大氣交互作用,海氣的交互作用與影響-1,1979
308,10,6,4,全球氣候變遷與因應,1,海氣的交互作用與影響,海洋酸化、全球暖化,海氣的交互作用與影響-2,1980
309,10,6,4,全球氣候變遷與因應,2,氣候變遷的減緩與調適,氣候變遷、溫室氣體、溫室效應,氣候變遷的減緩與調適-1,1981
310,10,6,4,全球氣候變遷與因應,2,氣候變遷的減緩與調適,氣候變遷衝擊、氣候變遷因應對策,氣候變遷的減緩與調適-2,1982
311,10,6,4,全球氣候變遷與因應,0,章節總複習,章節所有知識點,全球氣候變遷與因應 （全）-1,1983
312,10,6,4,全球氣候變遷與因應,0,章節總複習,章節所有知識點,全球氣候變遷與因應 （全）-2,1984
